name,ID,SMILES,InChI,Caco-2Papp?(¡Á 10?6?cm/s),LogPapp
,CHEMBL2017967,Nc1cc(c(cn1)c2cc(Nc3cnc4ccccc4c3)nc(n2)N5CCOCC5)C(F)(F)F,LVCJAUJVUSXEMD-UHFFFAOYSA-N,1.56,0.193124598
,CHEMBL2431372,COc1c(\C=C\c2ccc(NS(=O)(=O)C)cc2)cc(cc1C3(Cl)CC3)C4=CC=CNC4=O,ILMMVEMAIHKIAI-VMPITWQZSA-N,1.56,0.193124598
,CHEMBL122429,CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)C,NJNNKSGOBUNLHA-HZPDHXFCSA-N,1.56,0.193124598
,CHEMBL236147,CN1CC(=O)N(C)CC(=O)N(CCNC(=O)CCN[C@@H](Cc2ccccc2)C(=O)N(C)CC(=O)N(C)CC1=O)[C@@H](Cc3ccccc3)C(=O)N,LBXJAAVDRRBXBR-NSOVKSMOSA-N,1.56,0.193124598
,CHEMBL241355,CCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,KEJZGUPEPIHGEE-GFUWAVFVSA-N,1.547,0.189490314
,CHEMBL3793820,OC[C@H]1O[C@H](C[C@@H]1OC(=O)c2cc(cc(c2)C(=O)O[C@H]3C[C@@H](O[C@@H]3CO)N4C=C(F)C(=O)NC4=O)C(=O)O[C@H]5C[C@@H](O[C@@H]5CO)N6C=C(F)C(=O)NC6=O)N7C=C(F)C(=O)NC7=O,YRYZCLZPZKWTEP-PWRNOJCPSA-N,1.525,0.183269844
,CHEMBL2420738,O=C(Nc1ccc(Cc2ccc(NC(=O)Nc3ccc(cc3)C#N)cc2)cc1)Nc4ccc(cc4)C#N,DXKXAQKVNATVEA-UHFFFAOYSA-N,1.52,0.181843588
,CHEMBL248438,CS(=O)(=O)N(CC1CCCO1)c2c(Cl)c(Cl)cc3NC(=O)C(=O)Nc23,SWFKXMNJMPJPOU-UHFFFAOYSA-N,1.52,0.181843588
,CHEMBL537424,Cl.CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc3ccc(Oc4ccccc4)cc3)CC2,UXAMBBJHHKLTIB-UHFFFAOYSA-N,1.51,0.178976947
,CHEMBL446545,OCCC1Oc2ccc(NC(=O)C3CCN(CC3)c4cc(F)c(F)c(F)c4)cc2NC1=O,OSJROQUTACPGAR-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2322494,OCc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(Cl)cc3Cl)c1,IDALEPDEBIYNFL-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL3741569,OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(cc2)C(=O)Nc3nnc(Cc4ccccc4)s3,JOVKNGHOJJZEJZ-IZAXUBKRSA-N,1.5,0.176091259
,CHEMBL1779368,O=C1NCC2(CCCNC2)c3[nH]c(cc13)c4ccnc(n4)c5oc6ccccc6c5,ALNWXNDKZNZXRC-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2064343,O=C1NC(=NC(=C1)N2CCOCC2)Cc3nc4ccccc4n3C5CCCCC5,FLQGKGPZQLXFCH-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL561318,O[C@H]1CN(CC(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C[C@@H]1NC(=O)c4ccc(Cl)s4,ARAVOODWJJJNBY-IRXDYDNUSA-N,1.5,0.176091259
,CHEMBL1774923,Nc1nc2CN(Cc2c(n1)c3c(Cl)cc(Cl)cc3OCCn4cccn4)C(=O)NC5CC(F)(F)C5,BXUPOUMTIMEFOP-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL235919,NC(=O)[C@H](Cc1ccccc1)N2CCNC(=O)CCCCN[C@@H](Cc3ccccc3)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC2=O,UMMASYNLXGQTLK-UIOOFZCWSA-N,1.5,0.176091259
,CHEMBL2397494,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2cccc(F)c2)C(=O)N,AVCFCIDQOPUSIK-HOTGVXAUSA-N,1.5,0.176091259
,CHEMBL2089267,Fc1ccc(CNc2cccc3[nH]c(nc23)C(F)(F)F)cc1,AFCGITZRNNYNKV-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2315653,Fc1ccc(C(=O)NS(=O)(=O)c2ccccc2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,VPKCXWASZODJMF-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL1093319,CSc1ccc(cc1)S(=O)(=O)C[C@@H]2C[C@@H](CC[C@@H]2N3CCC(C)(NC(=O)c4cccc(c4)C(F)(F)F)C3=O)N(C)C(C)C,XPXVRXYTAFCHFC-YFTHUZBXSA-N,1.5,0.176091259
,CHEMBL3318998,COc1cnc2C=CC(=O)N(CCN3CCN(CC3)c4nc5cc(C#N)c(C)cc5[nH]4)c2c1,SNLIVOYLVZGJOY-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL3113165,COc1cccc(CNc2ccc(cc2)S(=O)(=O)Nc3nc4ccccc4s3)c1O,OWHBVKBNNRYMIN-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2181641,COc1ccc(cn1)c2c(C3CCCC3)c4ccc(cc4n2C)C(=O)NC5(CCC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,ZZYHXFCSTOMZNZ-LICLKQGHSA-N,1.5,0.176091259
,CHEMBL392460,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C4CCN(CC4)c5ccccc5S(=O)(=O)C)C(=O)c23,PJHHSGILIGVDLH-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2087424,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC3CCN(C)CC3)CC2,CUNMQRLIYWNEQE-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2431456,COc1c(CCc2ccc(NS(=O)(=O)C)cc2)cc(cc1C(C)(C)C)C3=CC=CNC3=O,VQCSFAUVYAVXEJ-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL1548353,CNc1oc(nc1C#N)c2cccc3ccccc23,DYXYXTDIFMDJIR-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL379766,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)CC4CCCCC4,UJRBNGYJDIGSOL-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL3805020,CN1CCC(CC1)Nc2cc(ccc2C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)N6CCN(C)CC6,HQZLQPMNIPRNBQ-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL1778749,Cn1c(c2cccc(N)n2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(\C=C\C(=O)O)cc5,ANQZWWGQQGDWQR-XMHGGMMESA-N,1.5,0.176091259
,CHEMBL466720,Clc1ccc(CN2C=Nc3ccc(NC(=O)COc4ccccc4)cc3C2=O)cc1Cl,KOAUQKJNSJNVIB-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL240391,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCNC(=O)CO)c3c2)c4cc(F)cc(F)c4,AHPZPEPKIIZAJI-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2376329,CCC1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)Nc3ccc(OC)cc3,MDMMWSVMDMOFFW-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL3410449,Cc1cn2nc(cc2nc1N3CC[C@@H](N)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C,GOFXWTVKPWJNGD-UTKZUKDTSA-N,1.5,0.176091259
,CHEMBL251994,Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3C[C@]4(CCCO4)C[C@@H]3C(=O)NO)c5ccccc5n1,AZIJSGUGQIBFMD-LLGBQNBKSA-N,1.5,0.176091259
,CHEMBL2397571,CC[C@H]1C[C@@H](CCO1)N2C(=O)N=C(c3ccc(NC)nc3)c4oc5ncc(cc5c24)c6cnn(C)c6,XNQLEUZDIJTWDV-MOPGFXCFSA-N,1.5,0.176091259
,CHEMBL2220442,CC(C)n1c(\C=C\C(O)CC(O)CC(=O)O)c(c2ccc(F)cc2)c3ccccc13,FJLGEFLZQAZZCD-VAWYXSNFSA-N,1.5,0.176091259
,CHEMBL1088930,CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)c2ccccc2)C1)N3CC(C)(C)[C@H](NC(=O)c4cccc(c4)C(F)(F)F)C3=O,FMQBTPGTROTRJJ-UICHKGEESA-N,1.5,0.176091259
,CHEMBL392312,CC(C)CN1C[C@@H](NC(=O)c2ccc(Cc3cc(C)nc4ccccc34)cc2)[C@H](C1)C(=O)NO,VMWZNZVYBAZMKQ-UKILVPOCSA-N,1.5,0.176091259
,CHEMBL571780,CC(=O)N[C@@H]1C[C@@H](C1)n2cnc(NC(=O)Cc3cccc4ccccc34)c2,OEPMKSHSBUZDIB-HDICACEKSA-N,1.5,0.176091259
,CHEMBL2158256,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC2CC(C)(C)Cc3nn(CC(C)(C)C)cc23,RUVGZLLBYDXKFE-RRUPDEEPSA-N,1.5,0.176091259
,CHEMBL2058608,Br.Cc1ccc(Sc2ccccc2CSC(=N)N)c(CSC(=N)N)c1,OICXQVOBDARHHQ-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL2311971,[Cl-].N[n+]1ccn(n1)c2ncc(F)c3c(c[nH]c23)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,XTHUPRJHEOIZLO-UHFFFAOYSA-N,1.5,0.176091259
,CHEMBL3098554,CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c7ccccc7)c8ccccc8)C(=C([C@@H](OC)C(=O)[C@]13C)C6(C)C)C,MLKPYCHOESOSAO-MLHGZDDQSA-N,1.48,0.170261715
,CHEMBL3792839,OC[C@H]1O[C@H](C[C@@H]1OC(=O)CCCC[C@@H]2CCSS2)N3C=C(F)C(=O)NC3=O,AVEZQSILLDDILW-YXCITZCRSA-N,1.472,0.16790781
,CHEMBL3120785,CC[C@H](C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc4ccccc4,WJHFJNXZGRLCEI-LTMXPPQXSA-N,1.47,0.167317335
,CHEMBL391932,C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCC(=O)NCCN([C@@H](Cc3ccccc3)C(=O)N)C(=O)[C@H](C)NC(=O)[C@H](C)NC1=O,PQPSEMWNMBJLKW-YPZLOKHQSA-N,1.47,0.167317335
,CHEMBL1800772,CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4,MTXUAKHFUYWWHV-UHFFFAOYSA-N,1.46,0.164352856
,CHEMBL3427784,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC1=O,PHOFITCOMWKZPM-MMKLJALJSA-N,1.43,0.155336037
,CHEMBL2158955,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)N,ACGXKOXXJWJWLJ-WUUXXMBLSA-N,1.41,0.149219113
,CHEMBL2391812,OCCNC(=O)c1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,KRROSCMACHJVKY-IBGZPJMESA-N,1.4,0.146128036
,CHEMBL428217,OC1CCN(CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C3(CCCC3)NC(=O)c4cc5ccccc5s4)CC1,OPNLXPYPISMXMS-AREMUKBSSA-N,1.4,0.146128036
,CHEMBL600222,OC(=O)c1ccc2c(C3CCCCC3)c(c4cocc4)n(CC(=O)N5CCC(CC5)N6CCCC6)c2c1,AXCDCTDPQGHPHW-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL145,OC(=O)\C=C\c1ccc(O)c(O)c1,QAIPRVGONGVQAS-DUXPYHPUSA-N,1.4,0.146128036
,CHEMBL1761867,O=C(NC1CC1)c2ccc(cc2)N3CCN(C(=O)N4CCC(C4)c5cn[nH]c5)c6ccccc36,OSDMMAOYAANGHP-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL1277583,COCCN1C(=O)C=C2NN(CCN3CCOCC3)C(=O)C2=C1COc4ccc(F)cc4,BHIJBNMXZGAWNV-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL444289,COc1cccc(\C=C\C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4)c1,OKBAFCQNMCNFRD-YETSWHHASA-N,1.4,0.146128036
,CHEMBL525983,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)cc(nc2c1)c7csc(NC(C)C)n7,VYSDFYMUIDAAMX-PEYMYBIGSA-N,1.4,0.146128036
,CHEMBL3823478,COc1cc(cc(OC)c1CN(C)C)C2=CN(C)C(=O)c3cnccc23,RBUYFHLQNPJMQM-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL2087418,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)[C@@H]3CN4CCC3CC4,IYKMGIPOAICWMX-HSZRJFAPSA-N,1.4,0.146128036
,CHEMBL2402043,COc1c(cc(cc1C(C)(C)C)N2CCC(=O)NC2=O)C(=O)Nc3ccccc3,KNCGLLNGFMIVRC-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL1085222,CO[C@@H]1CC[C@@H](CN2C[C@H](N(C3CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C2=O)c6ccccc6)CC1,NJZLCVZALWTNEZ-NAYUSWPISA-N,1.4,0.146128036
,CHEMBL442924,CNC(=O)c1cc2cc(ccc2[nH]1)C3(Cc4ccccc4)CCNC3,WQZFFUKLKSSLDH-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL573887,CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(C)C,VZNNJZGVQVNHCM-CDNLURBZSA-N,1.4,0.146128036
,CHEMBL245956,CN1N(C(=O)C(=C1C)CN(CCc2ccccn2)C3CCN(CC3)C(=O)c4c(F)cccc4F)c5ccc(F)cc5,QBWZPEOEGKGJMR-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL400504,CN(c1ccncc1)c2ccc(c(F)c2)c3ccc4c(nn(c5ccc6onc(N)c6c5)c4c3F)C(=O)N,BWRIUUBREKWKOF-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL3112592,Clc1ccc2N(CCc2c1)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4,UJUIPZRMKOMRCU-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL1927158,Cl.COc1ccccc1N2NC3=CC(=O)N4CCCN(Cc5ccccn5)CC4=C3C2=O,LPZWUBIPUGXPKD-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL458518,CCCCC(COC(=O)C(C)(C)C)NP(=O)(OC[C@H]1O[C@@H](N2C=CC(=NC2=O)N)[C@](C)(O)[C@@H]1O)Oc3ccccc3,QEDHMQRMCWZHDI-DDBBNYBPSA-N,1.4,0.146128036
,CHEMBL3288128,CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(C)cc3,ASNANLLWWPHWLI-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL398584,CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCNC(=O)C)c3c2)c4cc(F)cc(F)c4,OJPCZEDCYHLAEY-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL481,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OC(=O)N6CCC(CC6)N7CCCCC7)cc15)[C@@](O)(CC)C(=O)OC4,UWKQSNNFCGGAFS-XIFFEERXSA-N,1.4,0.146128036
,CHEMBL553025,CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC,GBABOYUKABKIAF-IELIFDKJSA-N,1.4,0.146128036
,CHEMBL1270595,Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CCC(C4CN(C4)S(=O)(=O)C5CCCC5)c6ccccc6)C[C@H]3C2,MPHBRFVEAJJJEM-GYKVFZPVSA-N,1.4,0.146128036
,CHEMBL2071336,Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccc(c(F)c3)S(=O)(=O)C,QYQCPRXWGNJKFL-LBPRGKRZSA-N,1.4,0.146128036
,CHEMBL2151919,Cc1cccc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)c1,DDXPRTGQPKUVPV-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL559044,Cc1c(CC(=O)O)c2cccnc2n1S(=O)(=O)c3ccc(F)c(c3)C#N,XRMUPVMLIVXXAW-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL2397561,CC[C@H]1C[C@H](CCO1)N2C(=O)N=C(c3cnn(C)c3)c4oc5ccc(cc5c24)c6cncn6C,VYQAEVMCBBKRGE-ROUUACIJSA-N,1.4,0.146128036
,CHEMBL2207216,CC(C)N1CCC(CC1)n2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C5CCC5)n3)cn2,MJCWEXGCJMNQGR-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL437407,CC(C)(C)c1nc2ccccc2n1Cc3ccc(cc3)C(=O)N[C@@H]4C[C@@]5(CCCO5)C[C@@H]4C(=O)NO,HTUGJHMFYMFUPL-IKCVQBBRSA-N,1.4,0.146128036
,CHEMBL558322,CC(C)(C)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F,PPIXLDHQYDDLOH-KGLIPLIRSA-N,1.4,0.146128036
,CHEMBL2440463,CC(=O)OCOC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2.CS(=O)(=O)O,YFFXVPBGFWVUBL-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL3403847,C[C@H](CO)Nc1cc(NS(=O)(=O)c2cn(C)cn2)nc(SCc3cccc(Cl)c3F)n1,NRRSGTIRDLBPLB-LLVKDONJSA-N,1.4,0.146128036
,CHEMBL1928705,C[C@H](CN(C)C)Oc1nc(Nc2cc3cccc(Cl)c3cn2)cnc1C#N,SRBJWIBAMIKCMV-GFCCVEGCSA-N,1.4,0.146128036
,CHEMBL556714,C(N(C1CCNCC1)c2ccc3sccc3c2)c4ccccc4,RNLDMCBNMHSZQI-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL2151923,Brc1cccc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)c1,NPBHHSSAUGKQQZ-UHFFFAOYSA-N,1.4,0.146128036
,CHEMBL160,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,PMATZTZNYRCHOR-CGLBZJNRSA-N,1.393333333,0.144055027
,CHEMBL3809637,COc1ccc(cc1c2ccc(C#CCO)s2)c3nnn[nH]3,KYVNRMJXXOBCEV-UHFFFAOYSA-N,1.39,0.1430148
,CHEMBL3794023,CN1C(=O)N=C(OCc2cc(F)c(Oc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)C=C1N4CCOCC4,AWWXPCCSNMKHGY-UHFFFAOYSA-N,1.39,0.1430148
,CHEMBL1083499,CC1=CN=C(NCC(F)(F)c2ccccc2)C(=O)N1CC(=O)NCCONC(=N)N,IDCKXHIGLKQWMM-UHFFFAOYSA-N,1.37,0.136720567
,CHEMBL3261331,CC(C)C1=CC(=NNC1=O)Oc2c(Cl)cc(cc2Cl)N3N=C(C#N)C(=O)NC3=O,FDBYIYFVSAHJLY-UHFFFAOYSA-N,1.37,0.136720567
,CHEMBL3234580,OC(=O)C1CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CCC[C@H](C3)C(=O)NCCc4ccc(cc4)C#N,BCNFTQRTFDSTCZ-HXUWFJFHSA-N,1.36,0.133538908
,CHEMBL477014,CS(=O)(=O)Nc1ccc2N=C(NS(=O)(=O)c2c1)C3=C(O)[C@@H]4CCC[C@@H]4N(Cc5ccc(F)cc5)C3=O,PAEBVIJMNXTTAT-AEFFLSMTSA-N,1.36,0.133538908
,CHEMBL2420480,O=C1NC(=O)C2=Cc3ccc(cc3N(C2=N1)c4cccc(c4)c5nnn[nH]5)C#N,NDVGJTJBERLSGL-UHFFFAOYSA-N,1.34,0.127104798
,CHEMBL2333168,CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C,MEWSBKJAUCDJSK-KRWDZBQOSA-N,1.33,0.123851641
,CHEMBL3297758,OC[C@H](Cc1ccccc1)NC(=O)C[C@H]2CNC(=O)c3cc(cn23)c4cccc(F)c4,AFHADFMYZXZAEV-SFTDATJTSA-N,1.3,0.113943352
,CHEMBL3401687,OC(=O)CCCN1CC(Oc2c(\C=C\c3ccc(OCCCCc4ccccc4)cc3)cccc12)C(=O)O,COQHJBPMCKLGJJ-SAPNQHFASA-N,1.3,0.113943352
,CHEMBL3618201,OC(=O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(CC3)c4ccc(F)cc4)cc(Oc5ccc(F)cc5)c2)cc1,PZFBUIYFAFMDBM-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL248490,O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c5nc6ccccc6[nH]5)cc2)S(=O)(=O)N1,CQVSNNWJZWEETM-AIBWNMTMSA-N,1.3,0.113943352
,CHEMBL394607,O=C(CCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C2(CCCC2)NC(=O)c3cc4ccccc4s3)N5CCN(CC5)C6CCOCC6,ASOICHOYACLMGC-GDLZYMKVSA-N,1.3,0.113943352
,CHEMBL1940315,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NC5CCCS(=O)(=O)C5)cc3,IOEYWFCDGXVEFG-JVHFYALYSA-N,1.3,0.113943352
,CHEMBL246738,Nc1noc2ccc(cc12)n3nc(cc3C(=O)NC4CCN(CC4)c5ccccc5CN6CCCC6)C(F)(F)F,PSPGVVDGXOYNRQ-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL246036,Fc1ccc2sc(N[C@@H](Cc3ccc(cc3)C4CC(=O)NS4(=O)=O)c5nc6ccccc6[nH]5)nc2c1,RXIGWQFBIHOUIE-AIBWNMTMSA-N,1.3,0.113943352
,CHEMBL1076263,CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)[C@@H]4[C@H]5CC[C@H](C5)[C@@H]4N(Cc6ccc(F)cc6)C3=O,DEKOYVOWOVJMPM-RLHIPHHXSA-N,1.3,0.113943352
,CHEMBL2177175,COc1ccccc1NC(=O)c2nc(cnc2N)c3ccc(cc3)S(=O)(=O)N4CCN(C)CC4,VUQAIGCULONGGN-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL2087430,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C(O)CN(C)C,NXSSFURWGIWRME-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL1254771,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(cc2)C3=NCCN3,AMTQCENHQIDBHQ-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL392430,CN1N(C(=O)C(=C1C)CN(CCc2ccc(Cl)cc2)C3CCN(CC3)C(=O)c4cccc[n+]4[O-])c5ccc(F)cc5,PYOGILABXFGYCT-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL1682672,CN(Cc1ccccc1)C(=O)[C@]2(C[C@H]2CN3CCC(CC3)(N(C)C(=O)C(=O)N)c4ccccc4)c5ccc(Cl)c(Cl)c5,JMQSWRWZRVMVJM-OOOSNSGVSA-N,1.3,0.113943352
,CHEMBL1822110,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F,KTMFWXLIFRKSSJ-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL2436804,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(nc3c2)c4ccc(Br)cc4)c1F,PSMDMBRYXFYWDD-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL3814140,CCc1cc(nc(N)n1)c2c[nH]c3ncc(cc23)c4cnn(c4)C5CCNCC5,USULOOHPZFLJHY-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL1095517,Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CC[C@H](NC(=O)C4CCCC4)c5ccccc5)C[C@H]3C2,NOQUFNXYRUTQRV-GVAUOCQISA-N,1.3,0.113943352
,CHEMBL401931,Cc1ccc(s1)C2=NN(Cc3ccccc3)C(=O)C(=C2O)C4=NS(=O)(=O)c5ccccc5N4,FNROLTBSCSAOSQ-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL2063281,Cc1ccc(NC(=O)c2ccc3nc([nH]c3c2)c4c(C)cc(OCC(=O)O)cc4C)cc1C,SNTCIFKVANLNAU-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL3616776,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](C)NC(=O)c4csc(n4)[C@H](CC(C)C)NC(=O)[C@@H]5CCCN5C1=O,VYYBCILESAYSSU-ABJITVNWSA-N,1.3,0.113943352
,CHEMBL3616775,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](C)NC(=O)c4csc(n4)[C@@H](NC(=O)[C@@H]5CCCN5C1=O)[C@@H](C)CC,WRYMAGLGOZIEQC-BBYXVEBWSA-N,1.3,0.113943352
