name,ID,SMILES,InChI,Caco-2Papp?(¡Á 10?6?cm/s),LogPapp
,CHEMBL403401,CC(C)N1C[C@@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)[C@H](C1)C(=O)NO,GIYCAHCPFIZYMQ-LADGPHEKSA-N,1.3,0.113943352
,CHEMBL394382,Brc1ccc2sc(N[C@@H](Cc3ccc(cc3)C4CC(=O)NS4(=O)=O)c5nc6ccccc6[nH]5)nc2c1,GDVCJUYCAGOQOZ-AIBWNMTMSA-N,1.3,0.113943352
,CHEMBL2058607,Br.NC(=N)SCc1ccccc1Sc2cc(F)c(F)cc2CSC(=N)N,WQKWGEHMARQQQK-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL2058892,Br.NC(=N)SCc1cccc2c3ccc(Br)c(CSC(=N)N)c3sc12,OBBMTBCISWLMOI-UHFFFAOYSA-N,1.3,0.113943352
,CHEMBL1825183,Cc1c(F)cccc1Cc2c(C(=O)N3CCNCC3)c4ccncc4n2c5ccccc5,SBBODXSOBKNATM-UHFFFAOYSA-N,1.27,0.103803721
,CHEMBL2058833,CC1(C)N(CCn2c(Nc3ccc(F)cc3)c(nc12)c4ccc(F)cc4)C(=O)CN,BUPRVECGWBHCQV-UHFFFAOYSA-N,1.26,0.100370545
,CHEMBL505960,CCCCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,MDSJFGVEBDSEPI-CYZUTBKYSA-N,1.24,0.093421685
,CHEMBL608844,CCN(CC)CC.Nc1ncnc2c1ncn2[C@@H]3O[C@H](COS(=O)(=O)NC(=O)c4ccccc4O)[C@@H](O)[C@H]3O,OAIHHTWVJPYAAD-FKVBDRBCSA-N,1.23,0.089905111
,CHEMBL609097,CCN(CC)CC.Nc1ncnc2c1ncn2[C@@H]3O[C@H](CNS(=O)(=O)NC(=O)c4ccccc4O)[C@@H](O)[C@H]3O,FCRVJYCORHKRHP-FKVBDRBCSA-N,1.23,0.089905111
,CHEMBL3342578,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]3CCCN3C(=O)[C@H](CC(C)C)NC1=O,PHOFITCOMWKZPM-PAZNOWGDSA-N,1.23,0.089905111
,CHEMBL1956815,COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6c(F)cccc6F)cc(nc2c1)c7csc(NC(C)C)n7,YAOTVEPAQGPNJA-HJGANBKJSA-N,1.22,0.086359831
,CHEMBL3287847,O=C1NOC(=C1)[C@H]2CCN[C@H](Cc3ccccc3)C2,LNFPEBXLWIXQLF-QWHCGFSZSA-N,1.2,0.079181246
,CHEMBL1951436,O=C1N(Cc2nccc3ccccc23)C=Nc4c(C#N)c(N5CCCNCC5)n(Cc6ccccc6)c14,RUVZAHOBWRUUDV-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL3785333,O[C@H](Cc1ccccn1)C(=O)N2[C@H]3C[C@H]3C[C@H]2C(=O)NCc4cc(Cl)ccc4n5cnnn5,IQHKNPXFPLVVHT-XCXWGBRNSA-N,1.2,0.079181246
,CHEMBL1774925,Nc1nc2CN(Cc2c(n1)c3c(Cl)cc(Cl)cc3OCCn4cccn4)C(=O)NCC(F)F,IKFUZXZSSVPTOV-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL3121220,Fc1cc(F)c(CN2C=NC(=O)c3cc(Oc4cccc(C(=O)Nc5ccccn5)c4C(F)(F)F)ccc23)c(F)c1,FRDISWSBSNQFDZ-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL3326420,CS(=O)(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC#N)c2cccc(Cl)c2,OWKQZWZENLZUDI-ICSRJNTNSA-N,1.2,0.079181246
,CHEMBL3120764,COc1ccc2c(O[C@@H]3C[C@@H]4N(C3)C(=O)[C@H](CCCCC\C=C/[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)NC(=O)c7cnn(C)n7)cc(OC(C)C)nc2c1C,GHUXTSFKJMEWDR-PMPRTXRGSA-N,1.2,0.079181246
,CHEMBL279187,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN,GNENBXDFTFJVCO-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL2261360,COc1cc(C)ccc1S(=O)(=O)NC(=O)C(c2ccc3OCOc3c2)c4cn(C)c5cc(CO)ccc45,PGAMLYVKCIXYNX-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL2087421,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CCN(C)CC3,TYDKAHFZLFMNQX-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL2087420,COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCN(CC2)C3CC4CCC(C3)N4C,RJCKXVIRXLYMSH-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL65567,CN1CC(=O)N=C1N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL451916,CN[C@@H](CN1C(=O)N(Cc2c(F)cccc2C(F)(F)F)C(=C(C1=O)c3cccc(OCCCCC(=O)O)c3F)C)c4ccccc4,PCOIOMHQQCRCRU-SANMLTNESA-N,1.2,0.079181246
,CHEMBL3326422,Clc1cccc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC#N)c1,VEJLVHSRJODKDC-SFHVURJKSA-N,1.2,0.079181246
,CHEMBL3326424,Clc1cc(Cl)cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC#N)c1,VGODPXCPYVWVSI-SFHVURJKSA-N,1.2,0.079181246
,CHEMBL503999,Cl.Clc1ccc(\C=C\2/CN(C\C(=C/c3ccc(Cl)cc3)\C2=O)C(=O)c4ccc(OCCN5CCOCC5)cc4)cc1,LPHURMZIZGHMNS-LXAQYQKPSA-N,1.2,0.079181246
,CHEMBL453961,CCOc1ccc(cc1)C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4,QYPYUHLPOICINV-JGCGQSQUSA-N,1.2,0.079181246
,CHEMBL2402253,CCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)cc3)c(Cl)c1,JBKZHGWLYHHCRD-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL2402259,CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)Cc3ccccc3,WWDNTQYRTZSERA-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL2402258,CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)c3ccc(Cl)cc3,SFEMQHGKMZJZDT-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL3288133,CCCC(=O)c1cc(C#N)c(nc1CCC)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccccc3,XEJKJRFUFIJWBT-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL3608932,Cc1nc(NC(=O)N2C[C@@H](O)C[C@H]2C(=O)N)sc1c3csc(n3)C(C)(C)C,JOOCEMIYLLRCTN-ONGXEEELSA-N,1.2,0.079181246
,CHEMBL3747011,Cc1ccc(NC(=O)c2cc(ccc2N3CCCCC3)c4oc5ccc(cc5c4)C(=O)O)cc1,ILYKTXZRZQXZKF-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL401454,Cc1cc(Cc2ccc(cc2)C(=O)N[C@@H]3CCC[C@@H]3C(=O)NO)c4ccccc4n1,CKGRNUKOQHVJOB-RBBKRZOGSA-N,1.2,0.079181246
,CHEMBL156775,Cc1cc(C(=O)Nc2ccc(cc2)c3ccccc3S(=O)(=O)C)n(n1)c4cccc(CN)c4,WJIPVTTXLNWLTQ-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL1738805,CC(F)(F)CNC(=O)N1Cc2nc(N)nc(c2C1)c3c(Cl)cc(Cl)cc3OCCn4cccn4,RIVRSBWWXQQZLY-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL540414,CC(C)[C@H](NC(=O)C(O)(CCC(=O)Nc1cc(cc(c1)C(=O)N[C@H](C)c2ccccc2)N(C)S(=O)(=O)C)CCc3ccccc3)C(=O)Nc4ccccc4,ABXPXXXDZPDMFT-BIKMQQNJSA-N,1.2,0.079181246
,CHEMBL2058837,CC(C)(N)C(=O)N1CCn2c(Nc3ccc(F)cc3)c(nc2C1(C)C)c4ccc(F)cc4,IDXDHJWTWYCAHI-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL1951427,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N=CN(Cc4ccnc5ccccc45)C(=O)c13,YKNGSJLQIZZOCJ-IBGZPJMESA-N,1.2,0.079181246
,CHEMBL3309330,C=CCOC(=O)c1cccnc1NC23CC4CC(CC(C4)C2)C3,OKVSMEBGEWUWJU-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL2397490,C[C@H]([C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N)c2ccccc2,JNZMZFQJGGGBNU-JQFCIGGWSA-N,1.2,0.079181246
,CHEMBL832,[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4,MBGGBVCUIVRRBF-UHFFFAOYSA-N,1.2,0.079181246
,CHEMBL3355096,CC(=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)C,FVIZARNDLVOMSU-IRFFNABBSA-N,1.16,0.064457989
,CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,1.15,0.06069784
,CHEMBL3775277,O=C1NC=Nc2c1ccnc2n3cc(CCN4CCC(CC4)c5ccncc5)cn3,JOPSCFKAECJOQR-UHFFFAOYSA-N,1.14,0.056904851
,CHEMBL526349,CCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccc(O)cc5)NC(=O)CCC(=O)N[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(=O)N,JXJMDWKQIQPIMH-YEOAHIMYSA-N,1.14,0.056904851
,CHEMBL3793447,OC[C@H]1O[C@H](C[C@@H]1OC(=O)c2ccc(cc2)[N+](=O)[O-])N3C=C(F)C(=O)NC3=O,QCIKSNAZLKDOMN-YNEHKIRRSA-N,1.138,0.056142262
,CHEMBL1939112,C[C@@H](CO)Nc1cc2NC(=O)CCc2cc1S(=O)(=O)Nc3ccc(C)c(Cl)c3,VLRYVDZPCCVRIS-LBPRGKRZSA-N,1.13,0.053078443
,CHEMBL2170950,C(c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5cnn(c5)C6CCNCC6,IFAQDDNLMPFIAG-UHFFFAOYSA-N,1.12,0.049218023
,CHEMBL3298892,OC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(cn12)c3cccc(F)c3)C4CCCCC4,LVPUPCZWFVIOGD-VQTJNVASSA-N,1.1,0.041392685
,CHEMBL3741723,OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(cn2)C(=O)Nc3nnc(Cc4ccccc4)s3,PBZRMGPGGMJHMI-WOVMCDHWSA-N,1.1,0.041392685
,CHEMBL3222232,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CC(=O)N5CC[C@@H](O)C5)cc4Cl,VTNSDPJLVCGQSP-GOSISDBHSA-N,1.1,0.041392685
,CHEMBL404025,NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccc2)ccc1C#N,DHQCVPNQHCGBLA-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL3806112,Fc1cc(F)cc(Cc2ccc3[nH]nc(NC(=O)c4ccc(CN5CCCCC5)cc4NC6CCOCC6)c3c2)c1,QDOTUHIGOCRMSM-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL336546,FC(F)(F)c1cc(NC(=O)c2cnc(Cl)nc2C(F)(F)F)cc(c1)C(F)(F)F,GHMKQBWHPQMXSH-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL395973,COc1ccc2cc(sc2c1)C(=O)NC3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCC5CCN(CC6CCOCC6)CC5,VSZDNTDZDVKZQL-WJOKGBTCSA-N,1.1,0.041392685
,CHEMBL3290336,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2n1,NBGOQUKSSZOVOU-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL445335,COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)C5(Cn6ccnc6C)CC5)S(=O)(=O)C.OC(=O)C(F)(F)F,VWXCZEUBFSGONS-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL1957473,COc1ccc(cc1)C2(N=C(N)N3CC(F)(F)CN=C23)c4cccc(c4)c5cncnc5,VTIOIFVOIUBNKP-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL232104,COC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,BRIVIXLMMUIBJY-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL3417104,CNC(=O)c1ccc(cc1)c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2,ZJRAHAOGKBGQKG-JGLNRKDHSA-N,1.1,0.041392685
,CHEMBL384161,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)CC4CCN(CC4)c5ncccn5,UAEKHSFNVUOOPP-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL215769,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)Cc4ccccc4,IDHGAQOVWWBGFK-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL214605,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)Cc4ccc(cc4)n5cccc5,ZLSUFGRBWKQUQB-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL386292,Cn1cnc(c1)S(=O)(=O)N(CCN(Cc2cncn2C)c3ccc(cc3)C#N)Cc4ccc(cc4)c5ccccc5,MUGOBVVTADQYDA-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL399163,CN(C)Cc1[nH]ncc1c2ccc(c(F)c2)c3ccc4c(nn(c5ccc6onc(N)c6c5)c4c3F)C(=O)N,WSQATAJBAWYABP-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL2440467,Cl.O=C(OCc1ccccc1)c2ccccc2c3ccc(CN4CCC(COC(=O)c5c6OCCCn6c7ccccc57)CC4)cc3,MEEWNOPWTYUEOY-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL3759264,CCOC[C@H](CCc1ccccc1)NS(=O)(=O)c2cccc(NC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)C)c2,GFBVEHZZTCTYAR-AHWVRZQESA-N,1.1,0.041392685
,CHEMBL3759456,CCN(CC)CC.CC(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34,WVERHRJORWADBJ-YKGQZOJESA-N,1.1,0.041392685
,CHEMBL555342,CCCCOC(=O)N1CCN(CC1)C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(OCCOC)cc(n2)c3ccccc3,PDNVGDXATCGRSB-QHCPKHFHSA-N,1.1,0.041392685
,CHEMBL1780062,CCCCCN1C(=O)C2(CCc3cc4OCOc4cc23)c5ccccc15,SKMITBUYSAXHIH-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,GOEMGAFJFRBGGG-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL3325790,CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c5cc(F)c(Cl)cc35)cc2,RTIVTQKATKGTKF-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL429674,CCc1nn2ccccc2c1Cc3ccc(cc3)C(=O)N[C@@H]4CCOC[C@@H]4C(=O)NO,ITVUSPVMUHFUQB-AZUAARDMSA-N,1.1,0.041392685
,CHEMBL439066,Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3CN(Cc4occc4)C[C@@H]3C(=O)NO)c5ccccc5n1,LBCLZTXMMZKWOQ-AZGAKELHSA-N,1.1,0.041392685
,CHEMBL3121227,Cc1cc(cnc1N)c2cccc(Oc3ccc4N(Cc5c(F)cc(F)cc5F)C=NC(=O)c4c3)c2C(F)(F)F,BRVXDJKZKSPOFB-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL3338130,Cc1c(Cc2ccccc2S(=O)(=O)c3ccccc3)c4C(=O)NC(C)(C)Cc4n1CC(=O)O,PVIRIKDEWLWATL-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL3125635,CC1=C(Cl)N=C(NC(=O)NC(C)(C)C)C(=O)N1C(C(=O)Nc2ccccc2C(=O)NS(=O)(=O)c3ccc(cc3)C(F)(F)F)c4ccccc4,BGYVGBMNZKLZHM-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL560895,CC1(C)CC(=O)c2c(C1)n(nc2C(F)(F)F)c3ccc(C(=O)N)c(N[C@@H]4CC[C@@H](O)CC4)c3,ZFVRYNYOPQZKDG-MQMHXKEQSA-N,1.1,0.041392685
,CHEMBL2376321,CC[C@]1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)Nc3ccc(OC(F)F)cc3,QBHUGPKPNMGAOH-IBGZPJMESA-N,1.1,0.041392685
,CHEMBL437590,CC(C)(C)[C@H](NC(=O)OC1CCCC1)C(=O)N2C[C@@H](C[C@H]2C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)n5cc(nn5)c6ccccc6,WNHFDAWJOPPXHN-CBKHUVESSA-N,1.1,0.041392685
,CHEMBL2086540,C=CC(=O)Nc1ccc(cn1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3,XNKJXVISIPHXEU-UHFFFAOYSA-N,1.1,0.041392685
,CHEMBL2113292,C[C@@H]1CN(CCCNC(=O)[C@@H](Cc2ccccc2)NC(=O)C3(CCCC3)NC(=O)c4cc5ccccc5s4)C[C@H](C)N1,RDVNPVSXZAOSBC-ONBPZOJHSA-N,1.1,0.041392685
,CHEMBL572,[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1,NXFQHRVNIOXGAQ-YCRREMRBSA-N,1.1,0.041392685
,CHEMBL2396710,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N,WVMXIWHRTFJIDR-PZMPRIPXSA-N,1.08,0.033423755
,CHEMBL3425632,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)CN(C)C(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)N(C)C(=O)[C@H]4CCCN4C1=O,XMTYMETXQKWKMC-SLHNNEBYSA-N,1.08,0.033423755
,CHEMBL3098562,CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(=C([C@@H](OC(=O)N(C)C)C(=O)[C@]13C)C6(C)C)C,QGOGKIUWKPNHQZ-QNAQGPDFSA-N,1.07,0.029383778
,CHEMBL1800768,CC(C)(N)C(=O)N1CCn2c(C1)nc(c3cccc(F)c3)c2Nc4ccc(F)cc4,XKAZULVCCJWYHL-UHFFFAOYSA-N,1.07,0.029383778
,CHEMBL1672713,CCCCCC[C@H](NC(=O)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N,QDNHYHVLUAWRLE-YDPTYEFTSA-N,1.06,0.025305865
,CHEMBL1076409,CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)[C@@H]4[C@H]5CC[C@H](C5)[C@@H]4N(Cc6ccc(F)c(F)c6)C3=O,POXSEBOSMJMBJD-VQXITPLLSA-N,1.05,0.021189299
,CHEMBL3526474,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCC[14C]5=O,QNZCBYKSOIHPEH-HWILPRLSSA-N,1.05,0.021189299
,CHEMBL1951914,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,QOSMEMHKXNNIGG-SSEXGKCCSA-N,1.05,0.021189299
,CHEMBL3327006,COc1ncc(cc1NS(=O)(=O)c2ccc(cc2)C#N)c3cnc4nc(N)nc(C)c4c3,JFSMZTDNJFICOR-UHFFFAOYSA-N,1.04,0.017033339
,CHEMBL255053,CN(C)Cc1ncccc1c2ccc(c(F)c2)c3ccc4c(nn(c5ccc6onc(N)c6c5)c4c3F)C(=O)N,FFFFWKNRTFCAMK-UHFFFAOYSA-N,1.04,0.017033339
,CHEMBL3290733,CCOC(=O)CNC(=O)\C=C\c1oc2ccc(Cl)c(Oc3ccncc3C(=O)N4CCN(C5CC5)c6ccccc46)c2c1C,DVOYPVCTWZIMAA-OUKQBFOZSA-N,1.04,0.017033339
,CHEMBL3427799,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H]4CCCN4C(=O)[C@@H](CC(C)C)NC1=O,MFNDTVOACUFTFM-LFAPAAFUSA-N,1.04,0.017033339
,CHEMBL1735,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45.OS(=O)(=O)O,NUBQKPWHXMGDLP-BDEHJDMKSA-N,1.03,0.012837225
,CHEMBL515278,CC[C@H](C)[C@H](N)C(=O)OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,CAROJMQVDXUOOR-QETZTWOHSA-N,1.026,0.011147361
,CHEMBL392578,CCCCCCCCCCCCC(N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,QYBFUSDXWPHDEF-HUASTKEASA-N,1.024,0.010299957
,CHEMBL3234581,CC1(CCN(CC1)c2cc(nc(n2)C(F)(F)F)N3CCC[C@H](C3)C(=O)NCCc4ccc(cc4)C#N)C(=O)O,MZFDIDUAQNNHHY-HXUWFJFHSA-N,1.02,0.008600172
,CHEMBL2323801,COC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,SQMAUTKQEUTUBD-UHFFFAOYSA-N,1.01,0.004321374
,CHEMBL3297766,CN(C)C1CCN(C[C@@H](NC(=O)C[C@H]2CNC(=O)c3cc(cn23)c4cccc(Cl)c4)C5CCCCC5)CC1,UVAKDTIXORBEOH-RRPNLBNLSA-N,1.01,0.004321374
,CHEMBL455477,CC1=C(C=C)\C(=C\c2[nH]c(\C=C\3/N=C(\C=C\4/NC(=O)C(=C4C)C=C)C(=C3CCC(=O)O)C)c(CCC(=O)O)c2C)\NC1=O,QBUVFDKTZJNUPP-BBROENKCSA-N,1.01,0.004321374
,CHEMBL3287848,O=C1NOC(=C1)[C@@H]2CCN[C@@H](Cc3ccccc3)C2,LNFPEBXLWIXQLF-OLZOCXBDSA-N,1,0
,CHEMBL1835919,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,GEVVQZHMFVFGLN-HDJSIYSDSA-N,1,0
,CHEMBL3326427,NC[C@H](NC(=O)Cc1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)NCC#N,IDXJDHIREGWTEK-LBPRGKRZSA-N,1,0
,CHEMBL2426168,Fc1ccc(NC(=O)Nc2nnc(s2)c3ccncc3)cc1C(F)(F)F,WMCOYUSJXXCHFH-UHFFFAOYSA-N,1,0
,CHEMBL515562,CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)[C@@H]4CCCC[C@@H]4N(Cc5ccc(F)cc5)C3=O,KMSYAEIZBCDWRW-MJGOQNOKSA-N,1,0
,CHEMBL225084,COCC[C@H](CC1(CCCC1)C(=O)NC2(CO)Cc3ccccc3C2)C(=O)O,GQXPQLZHUYKTKG-GOSISDBHSA-N,1,0
,CHEMBL437371,COc1cccc2sc(N[C@@H](Cc3ccc(cc3)C4CC(=O)NS4(=O)=O)c5nc6ccccc6[nH]5)nc12,YXMIQQYKUVRJOM-YDNXMHBPSA-N,1,0
,CHEMBL1957468,COc1cccc(c1F)c2cccc(c2)C3(N=C(N)N4CCCN=C34)c5ccncc5,QPJHVYYOFCYPRT-UHFFFAOYSA-N,1,0
,CHEMBL451053,COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CN6CCCC6)CC5.OC(=O)C(F)(F)F,ZDVBGKYXILTXHG-UHFFFAOYSA-N,1,0
,CHEMBL453208,COc1ccc(cc1)N2N=C(C3CCN(C(=O)C23)c4ccc(cc4)C5(CN6CCCC6)CC5)S(=O)(=O)C.OC(=O)C(F)(F)F,NVWUILAFZJWTDM-UHFFFAOYSA-N,1,0
,CHEMBL3134073,COc1cc2NC(=O)C(C)(C)NC(=O)c2cc1S(=O)(=O)Nc3ccc(cc3)C(F)(F)F,DZMNRFGMWQDULH-UHFFFAOYSA-N,1,0
,CHEMBL3125169,COc1cc(Oc2ccc(cc2C=C)C(NC(=O)OC(C)(C)C)C(=O)Nc3cccc(c3)C(=O)NS(=O)(=O)c4ccc(cc4)C(F)(F)F)nc(n1)c5ccccc5,GLOZUFBHEVESCL-UHFFFAOYSA-N,1,0
,CHEMBL3125171,COc1cc(Oc2ccc(cc2C=C)[C@H](NC(=O)OC(C)(C)C)C(=O)Nc3ccccc3C(=O)NS(=O)(=O)CCCC=C)nc(n1)c4ccccc4,NYVHQORNXOFOPS-XIFFEERXSA-N,1,0
